ticket_id,type,title,required_skills,priority,status,created_at,sla_deadline,sla_remaining_hours,assigned_to,min_tier,progress_pct,estimated_remaining_hours_mean,estimated_remaining_hours_std,confidence,max_assignees,swarming_roles,vip_customer,dependency_group
TK150,incident_low,ML推論APIレイテンシ劣化,ai_ml,P4,unassigned,2026-03-27 07:54,2026-03-34 07:54,100.9,,L1,0,0.7,1.4,0.89,1,lead,False,
TK151,incident_low,認証基盤(LDAP)応答停止,infra,P4,unassigned,2026-03-27 10:13,2026-03-34 10:13,105.3,,L1,0,3.9,1.0,0.67,1,lead,False,
TK152,incident_low,脆弱性スキャン結果レビュー,security,P4,unassigned,2026-03-27 15:23,2026-03-34 15:23,107.9,,L1,0,2.4,1.0,0.64,1,lead,False,
TK153,incident_low,分散トレーシング設定,monitoring,P4,in_progress,2026-03-26 15:30,2026-03-33 15:30,85.3,E001,L1,2,3.9,0.8,0.79,1,lead,False,
TK154,incident_low,SIEM アラート調査,security,P4,blocked_vendor,2026-03-24 17:33,2026-03-31 17:33,25.0,E022,L1,24,3.8,1.1,0.55,1,lead,False,
TK155,service_request,SAP トランスポート移送失敗,sap,P4,in_progress,2026-03-25 02:29,2026-03-32 02:29,53.0,E014,L1,8,0.9,0.2,0.74,1,lead,False,
TK156,incident_low,IoTゲートウェイ通信断,iot,P4,in_progress,2026-03-25 06:28,2026-03-32 06:28,42.5,E014,L1,7,1.0,1.5,0.59,1,lead,False,
TK157,service_request,OTA ファームウェア更新失敗,iot,P4,blocked_vendor,2026-03-26 04:43,2026-03-33 04:43,72.9,E025,L1,18,3.9,0.9,0.67,1,lead,False,
TK158,service_request,本番DBサーバー応答なし,database,P4,unassigned,2026-03-23 22:01,2026-03-30 22:01,24.4,,L1,0,2.7,0.8,0.7,1,lead,False,
TK159,service_request,クラウド請求額30%超過アラート,cloud,P4,unassigned,2026-03-27 14:32,2026-03-34 14:32,102.3,,L1,0,1.9,0.6,0.57,1,lead,False,
TK160,incident_low,Istio Gateway 設定不整合,container,P4,unassigned,2026-03-24 13:30,2026-03-31 13:30,22.5,,L1,0,3.3,1.4,0.72,1,lead,False,
TK161,service_request,SIEM アラート調査,security,P4,in_progress,2026-03-29 05:04,2026-03-36 05:04,132.4,E006,L1,57,3.5,0.3,0.79,1,lead,False,
TK162,incident_low,VPN接続断続的に切断,network,P4,in_progress,2026-03-27 15:09,2026-03-34 15:09,105.3,E005,L1,24,3.3,1.0,0.77,1,lead,False,
TK163,incident_low,VLAN間通信不可,network,P4,unassigned,2026-03-24 10:21,2026-03-31 10:21,20.4,,L1,0,0.6,1.4,0.88,1,lead,False,
TK164,incident_low,WebSocket接続断,app_support,P4,unassigned,2026-03-24 03:20,2026-03-31 03:20,24.2,,L1,0,1.9,0.5,0.63,1,lead,False,
TK165,incident_low,DBマイグレーション失敗,database,P4,blocked_vendor,2026-03-26 14:45,2026-03-33 14:45,73.5,E047,L1,59,0.8,1.5,0.69,1,lead,False,
TK166,incident_low,クラウドIAMポリシー棚卸し,cloud,P4,unassigned,2026-03-28 01:11,2026-03-35 01:11,98.6,,L1,0,3.1,0.2,0.72,1,lead,False,
TK167,service_request,A/Bテスト設定ミス(モデルバージョン),ai_ml,P4,blocked_vendor,2026-03-27 08:51,2026-03-34 08:51,85.4,E013,L1,31,2.2,1.1,0.77,1,lead,False,
TK168,incident_low,DB監査ログ設定,database,P4,unassigned,2026-03-23 19:13,2026-03-30 19:13,14.5,,L1,0,1.1,1.2,0.57,1,lead,False,
TK169,incident_low,MQTT ブローカー過負荷,iot,P4,unassigned,2026-03-24 02:57,2026-03-31 02:57,19.2,,L1,0,0.7,0.2,0.84,1,lead,False,
TK170,incident_low,SAP RFC接続エラー,sap,P4,in_progress,2026-03-27 09:40,2026-03-34 09:40,106.9,E030,L1,19,0.5,0.9,0.65,1,lead,False,
TK171,service_request,データドリフト検知アラート,ai_ml,P4,unassigned,2026-03-24 00:18,2026-03-31 00:18,27.7,,L1,0,0.6,0.9,0.66,1,lead,False,
TK172,service_request,モバイルデバイス登録,helpdesk,P4,in_progress,2026-03-28 07:08,2026-03-35 07:08,132.5,E040,L1,55,3.3,1.4,0.54,1,lead,False,
TK173,incident_low,社内チャット通知遅延,app_support,P4,blocked_vendor,2026-03-28 12:24,2026-03-35 12:24,127.0,E012,L1,34,3.3,0.3,0.88,1,lead,False,
TK174,incident_low,UPS バッテリー交換アラート,infra,P4,unassigned,2026-03-23 15:31,2026-03-30 15:31,5.0,,L1,0,3.5,1.0,0.84,1,lead,False,
TK175,incident_low,新入社員PC初期セットアップ,helpdesk,P4,in_progress,2026-03-27 14:50,2026-03-34 14:50,103.4,E001,L1,21,0.8,1.3,0.76,1,lead,False,
TK176,incident_low,マルチクラウドVPN設定,cloud,P4,in_progress,2026-03-24 06:24,2026-03-31 06:24,34.0,E043,L1,60,1.4,1.4,0.77,1,lead,False,
TK177,service_request,DBクラスタフェイルオーバー,database,P4,unassigned,2026-03-25 19:20,2026-03-32 19:20,48.7,,L1,0,0.6,0.5,0.56,1,lead,False,
TK178,incident_low,MQTT ブローカー過負荷,iot,P4,unassigned,2026-03-28 03:18,2026-03-35 03:18,116.2,,L1,0,3.5,1.1,0.72,1,lead,False,
TK179,service_request,フィッシングメール報告対応,security,P4,unassigned,2026-03-29 04:10,2026-03-36 04:10,153.8,,L1,0,2.3,1.5,0.52,1,lead,False,
TK180,incident_low,新規SaaS SSO設定,security,P4,unassigned,2026-03-27 20:52,2026-03-34 20:52,115.9,,L1,0,1.9,1.2,0.51,1,lead,False,
TK181,incident_low,DB監査ログ設定,database,P4,unassigned,2026-03-26 21:27,2026-03-33 21:27,80.1,,L1,0,2.0,1.1,0.76,1,lead,False,
TK182,service_request,GraphQL N+1 クエリ検出,app_support,P4,in_progress,2026-03-28 03:55,2026-03-35 03:55,107.3,E009,L1,19,1.8,1.2,0.56,1,lead,False,
TK183,incident_low,不審なログイン試行検知,security,P4,blocked_vendor,2026-03-29 09:22,2026-03-36 09:22,129.5,E012,L1,34,0.9,0.3,0.67,1,lead,False,
TK184,incident_low,Pod リソース制限超過,container,P4,in_progress,2026-03-29 21:54,2026-03-36 21:54,152.5,E025,L1,41,3.5,0.2,0.67,1,lead,False,
TK185,service_request,WebSocket接続断,app_support,P4,unassigned,2026-03-24 04:47,2026-03-31 04:47,34.1,,L1,0,1.1,0.7,0.56,1,lead,False,
TK186,incident_low,テスト環境DBリストア,database,P4,blocked_vendor,2026-03-29 03:14,2026-03-36 03:14,128.3,E010,L1,61,3.2,0.7,0.88,1,lead,False,
TK187,service_request,MQTT ブローカー過負荷,iot,P4,in_progress,2026-03-26 01:47,2026-03-33 01:47,63.5,E001,L1,50,1.7,1.0,0.82,1,lead,False,
TK188,incident_low,Terraform state ロック解除,cloud,P4,unassigned,2026-03-27 06:49,2026-03-34 06:49,103.5,,L1,0,2.6,0.6,0.74,1,lead,False,
TK189,incident_low,センサーデータ欠損アラート,iot,P4,unassigned,2026-03-28 00:59,2026-03-35 00:59,125.9,,L1,0,1.5,1.1,0.7,1,lead,False,
TK190,incident_low,学習パイプラインGPUメモリ不足,ai_ml,P4,unassigned,2026-03-27 15:20,2026-03-34 15:20,111.8,,L1,0,0.9,0.9,0.74,1,lead,False,
TK191,service_request,コンテナイメージ脆弱性検出,container,P4,unassigned,2026-03-25 02:15,2026-03-32 02:15,27.1,,L1,0,3.8,0.5,0.82,1,lead,False,
TK192,incident_low,IoTゲートウェイ通信断,iot,P4,blocked_vendor,2026-03-25 17:00,2026-03-32 17:00,45.2,E009,L1,19,3.0,1.2,0.53,1,lead,False,
TK193,service_request,特徴量ストア同期エラー,ai_ml,P4,unassigned,2026-03-27 11:28,2026-03-34 11:28,98.7,,L1,0,2.9,0.9,0.82,1,lead,False,
TK194,service_request,EKSノードグループスケーリング障害,cloud,P4,in_progress,2026-03-26 05:21,2026-03-33 05:21,80.8,E008,L1,45,1.1,1.0,0.73,1,lead,False,
TK195,service_request,SAP BW クエリタイムアウト,sap,P4,unassigned,2026-03-27 11:39,2026-03-34 11:39,106.2,,L1,0,2.0,0.2,0.6,1,lead,False,
TK196,incident_low,Helm チャートデプロイ失敗,container,P4,unassigned,2026-03-27 15:38,2026-03-34 15:38,101.5,,L1,0,2.9,0.4,0.9,1,lead,False,
TK197,incident_low,ストレージI/O遅延,infra,P4,in_progress,2026-03-27 09:06,2026-03-34 09:06,110.0,E032,L1,18,1.7,0.6,0.81,1,lead,False,
TK198,incident_low,Istio Gateway 設定不整合,container,P4,unassigned,2026-03-26 23:43,2026-03-33 23:43,84.9,,L1,0,1.6,0.6,0.82,1,lead,False,
TK199,incident_low,決済APIタイムアウト多発,app_support,P4,in_progress,2026-03-25 20:55,2026-03-32 20:55,65.2,E032,L1,31,2.3,0.9,0.63,1,lead,False,
TK200,incident_low,脆弱性スキャン結果レビュー,security,P4,in_progress,2026-03-24 21:33,2026-03-31 21:33,40.4,E029,L1,55,1.9,1.2,0.85,1,lead,False,
